"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon"
"41F0","NS-IBTS","27.4.b",3,1993,4,10,0.4,0.5,56.25
"41F1","NS-IBTS","27.4.b",3,1993,2,10,0.2,1.5,56.25
"41F2","NS-IBTS","27.4.b",1,1993,3,11,0.272727272727273,2.5,56.25
"41F2","NS-IBTS","27.4.b",3,1993,2,9,0.222222222222222,2.5,56.25
"41F3","NS-IBTS","27.4.b",1,1993,6,10,0.6,3.5,56.25
"41F3","NS-IBTS","27.4.b",3,1993,3,9,0.333333333333333,3.5,56.25
"41F4","NS-IBTS","27.4.b",1,1993,4,10,0.4,4.5,56.25
"41F4","NS-IBTS","27.4.b",3,1993,3,8,0.375,4.5,56.25
"41F5","NS-IBTS","27.4.b",1,1993,5,9,0.555555555555556,5.5,56.25
"41F5","NS-IBTS","27.4.b",3,1993,5,8,0.625,5.5,56.25
"41F6","NS-IBTS","27.4.b",1,1993,11,7,1.57142857142857,6.5,56.25
"41F6","NS-IBTS","27.4.b",3,1993,7,10,0.7,6.5,56.25
"41F7","NS-IBTS","27.4.b",1,1993,6,7,0.857142857142857,7.5,56.25
"41F7","NS-IBTS","27.4.b",3,1993,6,4,1.5,7.5,56.25
"41G1","NS-IBTS","27.3.a",1,1993,12,9,1.33333333333333,11.5,56.25
"41G1","NS-IBTS","27.3.a",3,1993,8,9,0.888888888888889,11.5,56.25
"41G2","NS-IBTS","27.3.a",1,1993,9,11,0.818181818181818,12.5,56.25
"41G2","NS-IBTS","27.3.a",3,1993,6,9,0.666666666666667,12.5,56.25
"42E1","SWC-IBTS","27.6.a",1,1993,12,10,1.2,-8.5,56.75
"42E2","SWC-IBTS","27.6.a",1,1993,13,11,1.18181818181818,-7.5,56.75
"42E3","SWC-IBTS","27.6.a",1,1993,12,11,1.09090909090909,-6.5,56.75
"42E7","NS-IBTS","27.4.b",1,1993,6,8,0.75,-2.5,56.75
"42E7","NS-IBTS","27.4.b",3,1993,6,8,0.75,-2.5,56.75
"42E8","NS-IBTS","27.4.b",1,1993,4,12,0.333333333333333,-1.5,56.75
"42E8","NS-IBTS","27.4.b",3,1993,6,9,0.666666666666667,-1.5,56.75
"42E9","NS-IBTS","27.4.b",3,1993,5,8,0.625,-0.5,56.75
"42F0","NS-IBTS","27.4.b",3,1993,3,11,0.272727272727273,0.5,56.75
"42F1","NS-IBTS","27.4.b",3,1993,7,12,0.583333333333333,1.5,56.75
"42F2","NS-IBTS","27.4.b",1,1993,2,7,0.285714285714286,2.5,56.75
"42F2","NS-IBTS","27.4.b",3,1993,3,12,0.25,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,1993,5,9,0.555555555555556,3.5,56.75
"42F3","NS-IBTS","27.4.b",3,1993,2,9,0.222222222222222,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,1993,5,10,0.5,4.5,56.75
"42F4","NS-IBTS","27.4.b",3,1993,3,10,0.3,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,1993,4,9,0.444444444444444,5.5,56.75
"42F6","NS-IBTS","27.4.b",1,1993,7,12,0.583333333333333,6.5,56.75
"42F6","NS-IBTS","27.4.b",3,1993,6,8,0.75,6.5,56.75
"42F7","NS-IBTS","27.4.b",1,1993,6,6,1,7.5,56.75
"42F7","NS-IBTS","27.4.b",3,1993,5,6,0.833333333333333,7.5,56.75
"42G1","NS-IBTS","27.3.a",1,1993,10,13,0.769230769230769,11.5,56.75
"42G1","NS-IBTS","27.3.a",3,1993,9,12,0.75,11.5,56.75
"42G2","NS-IBTS","27.3.a",1,1993,9,12,0.75,12.5,56.75
"42G2","NS-IBTS","27.3.a",3,1993,10,11,0.909090909090909,12.5,56.75
"43E0","SWC-IBTS","27.6.a",4,1993,11,7,1.57142857142857,-9.5,57.25
"43E3","SWC-IBTS","27.6.a",1,1993,8,10,0.8,-6.5,57.25
"43E8","NS-IBTS","27.4.b",1,1993,7,10,0.7,-1.5,57.25
"43E8","NS-IBTS","27.4.b",3,1993,9,13,0.692307692307692,-1.5,57.25
"43E9","NS-IBTS","27.4.b",1,1993,9,11,0.818181818181818,-0.5,57.25
"43E9","NS-IBTS","27.4.b",3,1993,11,11,1,-0.5,57.25
"43F0","NS-IBTS","27.4.b",1,1993,5,9,0.555555555555556,0.5,57.25
"43F0","NS-IBTS","27.4.b",3,1993,5,10,0.5,0.5,57.25
"43F1","NS-IBTS","27.4.b",1,1993,6,10,0.6,1.5,57.25
"43F1","NS-IBTS","27.4.b",3,1993,3,11,0.272727272727273,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,2.5,57.25
"43F2","NS-IBTS","27.4.b",3,1993,3,11,0.272727272727273,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,3.5,57.25
"43F3","NS-IBTS","27.4.b",3,1993,3,9,0.333333333333333,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,4.5,57.25
"43F4","NS-IBTS","27.4.b",3,1993,2,7,0.285714285714286,4.5,57.25
"43F5","NS-IBTS","27.4.b",1,1993,1,11,0.0909090909090909,5.5,57.25
"43F5","NS-IBTS","27.4.b",3,1993,2,9,0.222222222222222,5.5,57.25
"43F6","NS-IBTS","27.4.b",3,1993,3,13,0.230769230769231,6.5,57.25
"43F7","NS-IBTS","27.4.b",1,1993,4,10,0.4,7.5,57.25
"43F7","NS-IBTS","27.4.b",3,1993,6,9,0.666666666666667,7.5,57.25
"43F8","NS-IBTS","27.3.a",1,1993,7,16,0.4375,8.5,57.25
"43F8","NS-IBTS","27.3.a",3,1993,4,8,0.5,8.5,57.25
"43G0","NS-IBTS","27.3.a",1,1993,11,12,0.916666666666667,10.5,57.25
"43G0","NS-IBTS","27.3.a",3,1993,8,10,0.8,10.5,57.25
"43G1","NS-IBTS","27.3.a",1,1993,13,20,0.65,11.5,57.25
"43G1","NS-IBTS","27.3.a",3,1993,11,18,0.611111111111111,11.5,57.25
"43G2","NS-IBTS","27.3.a",1,1993,10,14,0.714285714285714,12.5,57.25
"43G2","NS-IBTS","27.3.a",3,1993,10,12,0.833333333333333,12.5,57.25
"44E0","SWC-IBTS","27.6.a",1,1993,8,7,1.14285714285714,-9.5,57.75
"44E0","SWC-IBTS","27.6.a",4,1993,13,11,1.18181818181818,-9.5,57.75
"44E1","SWC-IBTS","27.6.a",1,1993,13,8,1.625,-8.5,57.75
"44E1","SWC-IBTS","27.6.a",4,1993,15,11,1.36363636363636,-8.5,57.75
"44E3","SWC-IBTS","27.6.a",1,1993,11,10,1.1,-6.5,57.75
"44E6","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,-3.5,57.75
"44E6","NS-IBTS","27.4.a",3,1993,4,7,0.571428571428571,-3.5,57.75
"44E7","NS-IBTS","27.4.a",1,1993,7,9,0.777777777777778,-2.5,57.75
"44E7","NS-IBTS","27.4.a",3,1993,3,9,0.333333333333333,-2.5,57.75
"44E8","NS-IBTS","27.4.a",1,1993,7,16,0.4375,-1.5,57.75
"44E8","NS-IBTS","27.4.a",3,1993,8,10,0.8,-1.5,57.75
"44E9","NS-IBTS","27.4.a",1,1993,5,9,0.555555555555556,-0.5,57.75
"44E9","NS-IBTS","27.4.a",3,1993,8,9,0.888888888888889,-0.5,57.75
"44F0","NS-IBTS","27.4.a",1,1993,5,10,0.5,0.5,57.75
"44F0","NS-IBTS","27.4.a",3,1993,4,8,0.5,0.5,57.75
"44F1","NS-IBTS","27.4.a",3,1993,7,13,0.538461538461538,1.5,57.75
"44F2","NS-IBTS","27.4.a",3,1993,3,10,0.3,2.5,57.75
"44F3","NS-IBTS","27.4.a",1,1993,2,7,0.285714285714286,3.5,57.75
"44F3","NS-IBTS","27.4.a",3,1993,4,10,0.4,3.5,57.75
"44F4","NS-IBTS","27.4.a",1,1993,3,6,0.5,4.5,57.75
"44F4","NS-IBTS","27.4.a",3,1993,3,12,0.25,4.5,57.75
"44F5","NS-IBTS","27.4.a",1,1993,5,13,0.384615384615385,5.5,57.75
"44F5","NS-IBTS","27.4.a",3,1993,2,11,0.181818181818182,5.5,57.75
"44F8","NS-IBTS","27.3.a",1,1993,8,15,0.533333333333333,8.5,57.75
"44F8","NS-IBTS","27.3.a",3,1993,7,16,0.4375,8.5,57.75
"44F9","NS-IBTS","27.3.a",1,1993,12,20,0.6,9.5,57.75
"44F9","NS-IBTS","27.3.a",3,1993,8,12,0.666666666666667,9.5,57.75
"44G0","NS-IBTS","27.3.a",1,1993,11,18,0.611111111111111,10.5,57.75
"44G0","NS-IBTS","27.3.a",3,1993,10,17,0.588235294117647,10.5,57.75
"44G1","NS-IBTS","27.3.a",1,1993,11,14,0.785714285714286,11.5,57.75
"44G1","NS-IBTS","27.3.a",3,1993,9,11,0.818181818181818,11.5,57.75
"45E0","SWC-IBTS","27.6.a",1,1993,10,8,1.25,-9.5,58.25
"45E3","SWC-IBTS","27.6.a",1,1993,13,12,1.08333333333333,-6.5,58.25
"45E4","SWC-IBTS","27.6.a",1,1993,17,16,1.0625,-5.5,58.25
"45E6","NS-IBTS","27.4.a",1,1993,9,10,0.9,-3.5,58.25
"45E6","NS-IBTS","27.4.a",3,1993,5,5,1,-3.5,58.25
"45E7","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,-2.5,58.25
"45E7","NS-IBTS","27.4.a",3,1993,6,8,0.75,-2.5,58.25
"45E8","NS-IBTS","27.4.a",1,1993,8,12,0.666666666666667,-1.5,58.25
"45E8","NS-IBTS","27.4.a",3,1993,5,8,0.625,-1.5,58.25
"45E9","NS-IBTS","27.4.a",1,1993,8,7,1.14285714285714,-0.5,58.25
"45E9","NS-IBTS","27.4.a",3,1993,6,10,0.6,-0.5,58.25
"45F0","NS-IBTS","27.4.a",1,1993,7,9,0.777777777777778,0.5,58.25
"45F0","NS-IBTS","27.4.a",3,1993,5,9,0.555555555555556,0.5,58.25
"45F1","NS-IBTS","27.4.a",1,1993,5,9,0.555555555555556,1.5,58.25
"45F1","NS-IBTS","27.4.a",3,1993,1,10,0.1,1.5,58.25
"45F2","NS-IBTS","27.4.a",1,1993,3,8,0.375,2.5,58.25
"45F2","NS-IBTS","27.4.a",3,1993,2,7,0.285714285714286,2.5,58.25
"45F3","NS-IBTS","27.4.a",1,1993,8,11,0.727272727272727,3.5,58.25
"45F3","NS-IBTS","27.4.a",3,1993,3,13,0.230769230769231,3.5,58.25
"45F4","NS-IBTS","27.4.a",1,1993,5,14,0.357142857142857,4.5,58.25
"45F4","NS-IBTS","27.4.a",3,1993,5,10,0.5,4.5,58.25
"45F9","NS-IBTS","27.3.a",1,1993,9,16,0.5625,9.5,58.25
"45F9","NS-IBTS","27.3.a",3,1993,3,13,0.230769230769231,9.5,58.25
"45G0","NS-IBTS","27.3.a",1,1993,7,13,0.538461538461538,10.5,58.25
"45G0","NS-IBTS","27.3.a",3,1993,7,15,0.466666666666667,10.5,58.25
"45G1","NS-IBTS","27.3.a",1,1993,8,17,0.470588235294118,11.5,58.25
"45G1","NS-IBTS","27.3.a",3,1993,6,15,0.4,11.5,58.25
"46E4","SWC-IBTS","27.6.a",1,1993,10,11,0.909090909090909,-5.5,58.75
"46E5","SWC-IBTS","27.6.a",1,1993,6,12,0.5,-4.5,58.75
"46E7","NS-IBTS","27.4.a",1,1993,7,10,0.7,-2.5,58.75
"46E8","NS-IBTS","27.4.a",1,1993,13,13,1,-1.5,58.75
"46E8","NS-IBTS","27.4.a",3,1993,6,9,0.666666666666667,-1.5,58.75
"46E9","NS-IBTS","27.4.a",1,1993,8,10,0.8,-0.5,58.75
"46E9","NS-IBTS","27.4.a",3,1993,5,9,0.555555555555556,-0.5,58.75
"46F0","NS-IBTS","27.4.a",1,1993,7,10,0.7,0.5,58.75
"46F0","NS-IBTS","27.4.a",3,1993,2,7,0.285714285714286,0.5,58.75
"46F1","NS-IBTS","27.4.a",1,1993,3,8,0.375,1.5,58.75
"46F1","NS-IBTS","27.4.a",3,1993,4,9,0.444444444444444,1.5,58.75
"46F2","NS-IBTS","27.4.a",1,1993,3,6,0.5,2.5,58.75
"46F2","NS-IBTS","27.4.a",3,1993,4,9,0.444444444444444,2.5,58.75
"46F3","NS-IBTS","27.4.a",1,1993,9,13,0.692307692307692,3.5,58.75
"46F3","NS-IBTS","27.4.a",3,1993,3,15,0.2,3.5,58.75
"46G0","NS-IBTS","27.3.a",1,1993,12,18,0.666666666666667,10.5,58.75
"46G0","NS-IBTS","27.3.a",3,1993,7,13,0.538461538461538,10.5,58.75
"46G1","NS-IBTS","27.3.a",1,1993,9,11,0.818181818181818,11.5,58.75
"47E5","SWC-IBTS","27.6.a",1,1993,11,10,1.1,-4.5,59.25
"47E7","NS-IBTS","27.4.a",1,1993,7,12,0.583333333333333,-2.5,59.25
"47E7","NS-IBTS","27.4.a",3,1993,11,11,1,-2.5,59.25
"47E8","NS-IBTS","27.4.a",1,1993,12,13,0.923076923076923,-1.5,59.25
"47E8","NS-IBTS","27.4.a",3,1993,11,14,0.785714285714286,-1.5,59.25
"47E9","NS-IBTS","27.4.a",1,1993,9,14,0.642857142857143,-0.5,59.25
"47E9","NS-IBTS","27.4.a",3,1993,8,9,0.888888888888889,-0.5,59.25
"47F0","NS-IBTS","27.4.a",3,1993,4,13,0.307692307692308,0.5,59.25
"47F1","NS-IBTS","27.4.a",1,1993,4,11,0.363636363636364,1.5,59.25
"47F1","NS-IBTS","27.4.a",3,1993,2,7,0.285714285714286,1.5,59.25
"47F2","NS-IBTS","27.4.a",1,1993,4,6,0.666666666666667,2.5,59.25
"47F2","NS-IBTS","27.4.a",3,1993,8,12,0.666666666666667,2.5,59.25
"47F3","NS-IBTS","27.4.a",1,1993,3,8,0.375,3.5,59.25
"47F3","NS-IBTS","27.4.a",3,1993,6,16,0.375,3.5,59.25
"48E4","SWC-IBTS","27.6.a",4,1993,12,9,1.33333333333333,-5.5,59.75
"48E7","NS-IBTS","27.4.a",1,1993,10,11,0.909090909090909,-2.5,59.75
"48E7","NS-IBTS","27.4.a",3,1993,8,10,0.8,-2.5,59.75
"48E8","NS-IBTS","27.4.a",1,1993,7,13,0.538461538461538,-1.5,59.75
"48E9","NS-IBTS","27.4.a",1,1993,6,11,0.545454545454545,-0.5,59.75
"48E9","NS-IBTS","27.4.a",3,1993,4,8,0.5,-0.5,59.75
"48F0","NS-IBTS","27.4.a",1,1993,3,6,0.5,0.5,59.75
"48F0","NS-IBTS","27.4.a",3,1993,6,11,0.545454545454545,0.5,59.75
"48F1","NS-IBTS","27.4.a",1,1993,6,11,0.545454545454545,1.5,59.75
"48F1","NS-IBTS","27.4.a",3,1993,3,8,0.375,1.5,59.75
"48F2","NS-IBTS","27.4.a",1,1993,4,7,0.571428571428571,2.5,59.75
"48F2","NS-IBTS","27.4.a",3,1993,5,9,0.555555555555556,2.5,59.75
"48F3","NS-IBTS","27.4.a",1,1993,8,9,0.888888888888889,3.5,59.75
"49E7","NS-IBTS","27.4.a",3,1993,10,10,1,-2.5,60.25
"49E9","NS-IBTS","27.4.a",1,1993,10,17,0.588235294117647,-0.5,60.25
"49E9","NS-IBTS","27.4.a",3,1993,4,9,0.444444444444444,-0.5,60.25
"49F0","NS-IBTS","27.4.a",1,1993,9,11,0.818181818181818,0.5,60.25
"49F0","NS-IBTS","27.4.a",3,1993,4,11,0.363636363636364,0.5,60.25
"49F1","NS-IBTS","27.4.a",1,1993,3,8,0.375,1.5,60.25
"49F1","NS-IBTS","27.4.a",3,1993,4,15,0.266666666666667,1.5,60.25
"49F2","NS-IBTS","27.4.a",1,1993,8,13,0.615384615384615,2.5,60.25
"49F2","NS-IBTS","27.4.a",3,1993,4,9,0.444444444444444,2.5,60.25
"49F3","NS-IBTS","27.4.a",1,1993,4,7,0.571428571428571,3.5,60.25
"49F3","NS-IBTS","27.4.a",3,1993,6,7,0.857142857142857,3.5,60.25
"50E8","NS-IBTS","27.4.a",1,1993,10,12,0.833333333333333,-1.5,60.75
"50E8","NS-IBTS","27.4.a",3,1993,8,10,0.8,-1.5,60.75
"50E9","NS-IBTS","27.4.a",1,1993,10,15,0.666666666666667,-0.5,60.75
"50E9","NS-IBTS","27.4.a",3,1993,10,11,0.909090909090909,-0.5,60.75
"50F0","NS-IBTS","27.4.a",1,1993,8,8,1,0.5,60.75
"50F0","NS-IBTS","27.4.a",3,1993,5,10,0.5,0.5,60.75
"50F1","NS-IBTS","27.4.a",1,1993,6,12,0.5,1.5,60.75
"50F1","NS-IBTS","27.4.a",3,1993,5,14,0.357142857142857,1.5,60.75
"50F2","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,2.5,60.75
"50F3","NS-IBTS","27.4.a",1,1993,3,8,0.375,3.5,60.75
"51E8","NS-IBTS","27.4.a",1,1993,11,9,1.22222222222222,-1.5,61.25
"51E8","NS-IBTS","27.4.a",3,1993,8,5,1.6,-1.5,61.25
"51E9","NS-IBTS","27.4.a",1,1993,10,9,1.11111111111111,-0.5,61.25
"51E9","NS-IBTS","27.4.a",3,1993,7,8,0.875,-0.5,61.25
"51F0","NS-IBTS","27.4.a",3,1993,8,11,0.727272727272727,0.5,61.25
"51F1","NS-IBTS","27.4.a",1,1993,8,11,0.727272727272727,1.5,61.25
"51F1","NS-IBTS","27.4.a",3,1993,8,14,0.571428571428571,1.5,61.25
"51F2","NS-IBTS","27.4.a",1,1993,5,10,0.5,2.5,61.25
"51F2","NS-IBTS","27.4.a",3,1993,4,6,0.666666666666667,2.5,61.25
"27E9","FR-CGFS","27.7.d",4,1994,17,3,5.66666666666667,-0.5,49.25
"28E8","FR-CGFS","27.7.d",4,1994,19,4,4.75,-1.5,49.75
"28E9","FR-CGFS","27.7.d",4,1994,17,3,5.66666666666667,-0.5,49.75
"28F0","FR-CGFS","27.7.d",4,1994,16,3,5.33333333333333,0.5,49.75
"28F1","FR-CGFS","27.7.d",4,1994,10,2,5,1.5,49.75
"29E8","FR-CGFS","27.7.d",4,1994,15,3,5,-1.5,50.25
"29E9","FR-CGFS","27.7.d",4,1994,16,2,8,-0.5,50.25
"29F0","FR-CGFS","27.7.d",4,1994,16,1,16,0.5,50.25
"29F1","FR-CGFS","27.7.d",4,1994,15,5,3,1.5,50.25
"30E4","BTS","27.7.f",3,1994,19,7,2.71428571428571,-5.5,50.75
"30E5","BTS","27.7.f",3,1994,5,2,2.5,-4.5,50.75
"30E9","FR-CGFS","27.7.d",4,1994,21,7,3,-0.5,50.75
"30F0","FR-CGFS","27.7.d",4,1994,19,6,3.16666666666667,0.5,50.75
"30F1","FR-CGFS","27.7.d",4,1994,15,4,3.75,1.5,50.75
"31E5","BTS","27.7.f",3,1994,23,6,3.83333333333333,-4.5,51.25
"31E6","BTS","27.7.f",3,1994,7,4,1.75,-3.5,51.25
"31F1","NS-IBTS","27.4.c",1,1994,6,4,1.5,1.5,51.25
"31F2","NS-IBTS","27.4.c",1,1994,9,6,1.5,2.5,51.25
"31F2","NS-IBTS","27.4.c",3,1994,6,2,3,2.5,51.25
"32E5","BTS","27.7.f",3,1994,25,6,4.16666666666667,-4.5,51.75
"32E6","BTS","27.7.f",3,1994,19,4,4.75,-3.5,51.75
"32F1","NS-IBTS","27.4.c",1,1994,11,6,1.83333333333333,1.5,51.75
"32F1","NS-IBTS","27.4.c",3,1994,15,6,2.5,1.5,51.75
"32F2","NS-IBTS","27.4.c",1,1994,8,5,1.6,2.5,51.75
"32F2","NS-IBTS","27.4.c",3,1994,14,6,2.33333333333333,2.5,51.75
"32F3","NS-IBTS","27.4.c",1,1994,8,4,2,3.5,51.75
"32F3","NS-IBTS","27.4.c",3,1994,6,4,1.5,3.5,51.75
"33F1","NS-IBTS","27.4.c",1,1994,10,4,2.5,1.5,52.25
"33F1","NS-IBTS","27.4.c",3,1994,10,4,2.5,1.5,52.25
"33F2","NS-IBTS","27.4.c",1,1994,10,6,1.66666666666667,2.5,52.25
"33F2","NS-IBTS","27.4.c",3,1994,9,7,1.28571428571429,2.5,52.25
"33F3","NS-IBTS","27.4.c",1,1994,7,4,1.75,3.5,52.25
"33F3","NS-IBTS","27.4.c",3,1994,6,5,1.2,3.5,52.25
"33F4","NS-IBTS","27.4.c",1,1994,5,5,1,4.5,52.25
"33F4","NS-IBTS","27.4.c",3,1994,11,5,2.2,4.5,52.25
"34F1","NS-IBTS","27.4.c",1,1994,7,6,1.16666666666667,1.5,52.75
"34F1","NS-IBTS","27.4.c",3,1994,8,3,2.66666666666667,1.5,52.75
"34F2","NS-IBTS","27.4.c",1,1994,8,6,1.33333333333333,2.5,52.75
"34F2","NS-IBTS","27.4.c",3,1994,12,4,3,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,1994,8,4,2,3.5,52.75
"34F3","NS-IBTS","27.4.c",3,1994,7,5,1.4,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,1994,3,5,0.6,4.5,52.75
"34F4","NS-IBTS","27.4.c",3,1994,12,5,2.4,4.5,52.75
"35F0","NS-IBTS","27.4.c",1,1994,4,6,0.666666666666667,0.5,53.25
"35F0","NS-IBTS","27.4.c",3,1994,6,4,1.5,0.5,53.25
"35F1","NS-IBTS","27.4.c",1,1994,6,8,0.75,1.5,53.25
"35F1","NS-IBTS","27.4.c",3,1994,10,8,1.25,1.5,53.25
"35F2","NS-IBTS","27.4.c",1,1994,9,4,2.25,2.5,53.25
"35F2","NS-IBTS","27.4.c",3,1994,8,4,2,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,1994,7,4,1.75,3.5,53.25
"35F3","NS-IBTS","27.4.c",3,1994,13,5,2.6,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1994,7,5,1.4,4.5,53.25
"35F4","NS-IBTS","27.4.c",3,1994,7,6,1.16666666666667,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1994,10,11,0.909090909090909,0.5,53.75
"36F0","NS-IBTS","27.4.b",3,1994,9,4,2.25,0.5,53.75
"36F1","NS-IBTS","27.4.b",1,1994,7,6,1.16666666666667,1.5,53.75
"36F1","NS-IBTS","27.4.b",3,1994,8,6,1.33333333333333,1.5,53.75
"36F2","NS-IBTS","27.4.b",1,1994,5,5,1,2.5,53.75
"36F2","NS-IBTS","27.4.b",3,1994,6,6,1,2.5,53.75
"36F3","NS-IBTS","27.4.b",1,1994,6,6,1,3.5,53.75
"36F3","NS-IBTS","27.4.b",3,1994,9,6,1.5,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1994,7,8,0.875,4.5,53.75
"36F4","NS-IBTS","27.4.b",3,1994,7,7,1,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,1994,8,8,1,5.5,53.75
"36F5","NS-IBTS","27.4.b",3,1994,9,8,1.125,5.5,53.75
"36F6","NS-IBTS","27.4.b",1,1994,4,5,0.8,6.5,53.75
"36F6","NS-IBTS","27.4.b",3,1994,3,4,0.75,6.5,53.75
"36F7","NS-IBTS","27.4.b",1,1994,4,5,0.8,7.5,53.75
"36F7","NS-IBTS","27.4.b",3,1994,7,3,2.33333333333333,7.5,53.75
"37E9","NS-IBTS","27.4.b",1,1994,7,8,0.875,-0.5,54.25
"37E9","NS-IBTS","27.4.b",3,1994,4,8,0.5,-0.5,54.25
"37F0","NS-IBTS","27.4.b",1,1994,9,11,0.818181818181818,0.5,54.25
"37F0","NS-IBTS","27.4.b",3,1994,6,11,0.545454545454545,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,1994,5,6,0.833333333333333,1.5,54.25
"37F1","NS-IBTS","27.4.b",3,1994,7,6,1.16666666666667,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,1994,7,8,0.875,2.5,54.25
"37F2","NS-IBTS","27.4.b",3,1994,5,2,2.5,2.5,54.25
"37F3","NS-IBTS","27.4.b",1,1994,7,11,0.636363636363636,3.5,54.25
"37F3","NS-IBTS","27.4.b",3,1994,6,5,1.2,3.5,54.25
"37F4","NS-IBTS","27.4.b",1,1994,6,7,0.857142857142857,4.5,54.25
"37F4","NS-IBTS","27.4.b",3,1994,5,6,0.833333333333333,4.5,54.25
"37F5","NS-IBTS","27.4.b",1,1994,6,7,0.857142857142857,5.5,54.25
"37F5","NS-IBTS","27.4.b",3,1994,9,5,1.8,5.5,54.25
"37F6","NS-IBTS","27.4.b",1,1994,6,6,1,6.5,54.25
"37F6","NS-IBTS","27.4.b",3,1994,10,6,1.66666666666667,6.5,54.25
"37F7","NS-IBTS","27.4.b",1,1994,4,5,0.8,7.5,54.25
"37F7","NS-IBTS","27.4.b",3,1994,13,7,1.85714285714286,7.5,54.25
"37F8","NS-IBTS","27.4.b",1,1994,4,7,0.571428571428571,8.5,54.25
"37F8","NS-IBTS","27.4.b",3,1994,9,12,0.75,8.5,54.25
"38E0","SWC-IBTS","27.6.a",4,1994,3,6,0.5,-9.5,54.75
"38E9","NS-IBTS","27.4.b",1,1994,7,9,0.777777777777778,-0.5,54.75
"38E9","NS-IBTS","27.4.b",3,1994,7,9,0.777777777777778,-0.5,54.75
"38F0","NS-IBTS","27.4.b",1,1994,8,12,0.666666666666667,0.5,54.75
"38F0","NS-IBTS","27.4.b",3,1994,4,9,0.444444444444444,0.5,54.75
"38F1","NS-IBTS","27.4.b",1,1994,3,5,0.6,1.5,54.75
"38F1","NS-IBTS","27.4.b",3,1994,6,10,0.6,1.5,54.75
"38F2","NS-IBTS","27.4.b",1,1994,3,5,0.6,2.5,54.75
"38F2","NS-IBTS","27.4.b",3,1994,7,1,7,2.5,54.75
"38F3","NS-IBTS","27.4.b",1,1994,6,6,1,3.5,54.75
"38F3","NS-IBTS","27.4.b",3,1994,7,6,1.16666666666667,3.5,54.75
"38F4","NS-IBTS","27.4.b",1,1994,6,9,0.666666666666667,4.5,54.75
"38F4","NS-IBTS","27.4.b",3,1994,7,8,0.875,4.5,54.75
"38F5","NS-IBTS","27.4.b",1,1994,6,6,1,5.5,54.75
"38F5","NS-IBTS","27.4.b",3,1994,5,5,1,5.5,54.75
"38F6","NS-IBTS","27.4.b",1,1994,9,10,0.9,6.5,54.75
"38F6","NS-IBTS","27.4.b",3,1994,8,6,1.33333333333333,6.5,54.75
"38F7","NS-IBTS","27.4.b",1,1994,7,8,0.875,7.5,54.75
"38F7","NS-IBTS","27.4.b",3,1994,10,7,1.42857142857143,7.5,54.75
"38F8","NS-IBTS","27.4.b",1,1994,3,8,0.375,8.5,54.75
"38F8","NS-IBTS","27.4.b",3,1994,7,7,1,8.5,54.75
"39E0","SWC-IBTS","27.6.a",1,1994,12,6,2,-9.5,55.25
"39E0","SWC-IBTS","27.6.a",4,1994,14,8,1.75,-9.5,55.25
"39E1","SWC-IBTS","27.6.a",1,1994,15,11,1.36363636363636,-8.5,55.25
"39E4","SWC-IBTS","27.6.a",1,1994,8,9,0.888888888888889,-5.5,55.25
"39E5","SWC-IBTS","27.6.a",1,1994,10,9,1.11111111111111,-4.5,55.25
"39E8","NS-IBTS","27.4.b",1,1994,4,8,0.5,-1.5,55.25
"39E8","NS-IBTS","27.4.b",3,1994,3,8,0.375,-1.5,55.25
"39E9","NS-IBTS","27.4.b",1,1994,5,11,0.454545454545455,-0.5,55.25
"39E9","NS-IBTS","27.4.b",3,1994,7,12,0.583333333333333,-0.5,55.25
"39F0","NS-IBTS","27.4.b",1,1994,6,11,0.545454545454545,0.5,55.25
"39F0","NS-IBTS","27.4.b",3,1994,4,9,0.444444444444444,0.5,55.25
"39F1","NS-IBTS","27.4.b",1,1994,4,7,0.571428571428571,1.5,55.25
"39F1","NS-IBTS","27.4.b",3,1994,8,8,1,1.5,55.25
"39F2","NS-IBTS","27.4.b",1,1994,6,10,0.6,2.5,55.25
"39F2","NS-IBTS","27.4.b",3,1994,7,8,0.875,2.5,55.25
