"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon"
"48E8","NS-IBTS","27.4.a",1,2011,10,11,0.909090909090909,-1.5,59.75
"48E8","NS-IBTS","27.4.a",3,2011,13,10,1.3,-1.5,59.75
"48E9","NS-IBTS","27.4.a",1,2011,9,10,0.9,-0.5,59.75
"48E9","NS-IBTS","27.4.a",3,2011,9,12,0.75,-0.5,59.75
"48F0","NS-IBTS","27.4.a",1,2011,9,11,0.818181818181818,0.5,59.75
"48F0","NS-IBTS","27.4.a",3,2011,8,13,0.615384615384615,0.5,59.75
"48F1","NS-IBTS","27.4.a",1,2011,5,10,0.5,1.5,59.75
"48F1","NS-IBTS","27.4.a",3,2011,6,9,0.666666666666667,1.5,59.75
"48F2","NS-IBTS","27.4.a",1,2011,8,8,1,2.5,59.75
"48F2","NS-IBTS","27.4.a",3,2011,7,10,0.7,2.5,59.75
"48F3","NS-IBTS","27.4.a",1,2011,10,9,1.11111111111111,3.5,59.75
"48F3","NS-IBTS","27.4.a",3,2011,10,10,1,3.5,59.75
"49E6","NS-IBTS","27.4.a",3,2011,13,7,1.85714285714286,-3.5,60.25
"49E7","NS-IBTS","27.4.a",1,2011,13,10,1.3,-2.5,60.25
"49E7","NS-IBTS","27.4.a",3,2011,10,8,1.25,-2.5,60.25
"49E8","NS-IBTS","27.4.a",1,2011,12,12,1,-1.5,60.25
"49E8","NS-IBTS","27.4.a",3,2011,9,8,1.125,-1.5,60.25
"49E9","NS-IBTS","27.4.a",1,2011,10,11,0.909090909090909,-0.5,60.25
"49E9","NS-IBTS","27.4.a",3,2011,4,10,0.4,-0.5,60.25
"49F0","NS-IBTS","27.4.a",1,2011,9,11,0.818181818181818,0.5,60.25
"49F0","NS-IBTS","27.4.a",3,2011,7,10,0.7,0.5,60.25
"49F1","NS-IBTS","27.4.a",1,2011,7,9,0.777777777777778,1.5,60.25
"49F1","NS-IBTS","27.4.a",3,2011,6,9,0.666666666666667,1.5,60.25
"49F2","NS-IBTS","27.4.a",1,2011,5,10,0.5,2.5,60.25
"49F2","NS-IBTS","27.4.a",3,2011,7,11,0.636363636363636,2.5,60.25
"49F3","NS-IBTS","27.4.a",3,2011,9,11,0.818181818181818,3.5,60.25
"50E7","NS-IBTS","27.4.a",1,2011,10,10,1,-2.5,60.75
"50E7","NS-IBTS","27.4.a",3,2011,11,9,1.22222222222222,-2.5,60.75
"50E8","NS-IBTS","27.4.a",1,2011,10,9,1.11111111111111,-1.5,60.75
"50E8","NS-IBTS","27.4.a",3,2011,11,8,1.375,-1.5,60.75
"50E9","NS-IBTS","27.4.a",1,2011,10,8,1.25,-0.5,60.75
"50E9","NS-IBTS","27.4.a",3,2011,14,13,1.07692307692308,-0.5,60.75
"50F0","NS-IBTS","27.4.a",1,2011,8,6,1.33333333333333,0.5,60.75
"50F0","NS-IBTS","27.4.a",3,2011,10,9,1.11111111111111,0.5,60.75
"50F1","NS-IBTS","27.4.a",3,2011,8,11,0.727272727272727,1.5,60.75
"50F2","NS-IBTS","27.4.a",1,2011,7,10,0.7,2.5,60.75
"50F2","NS-IBTS","27.4.a",3,2011,7,9,0.777777777777778,2.5,60.75
"50F3","NS-IBTS","27.4.a",1,2011,7,9,0.777777777777778,3.5,60.75
"50F3","NS-IBTS","27.4.a",3,2011,9,6,1.5,3.5,60.75
"51E8","NS-IBTS","27.4.a",1,2011,13,10,1.3,-1.5,61.25
"51E8","NS-IBTS","27.4.a",3,2011,11,10,1.1,-1.5,61.25
"51E9","NS-IBTS","27.4.a",1,2011,7,8,0.875,-0.5,61.25
"51E9","NS-IBTS","27.4.a",3,2011,12,11,1.09090909090909,-0.5,61.25
"51F0","NS-IBTS","27.4.a",1,2011,8,12,0.666666666666667,0.5,61.25
"51F0","NS-IBTS","27.4.a",3,2011,10,9,1.11111111111111,0.5,61.25
"51F1","NS-IBTS","27.4.a",1,2011,9,10,0.9,1.5,61.25
"51F1","NS-IBTS","27.4.a",3,2011,9,10,0.9,1.5,61.25
"51F2","NS-IBTS","27.4.a",1,2011,5,9,0.555555555555556,2.5,61.25
"51F2","NS-IBTS","27.4.a",3,2011,6,7,0.857142857142857,2.5,61.25
"01E2","SP-ARSA","27.9.a",1,2012,4,NA,NA,-7.5,36.25
"01E2","SP-ARSA","27.9.a",4,2012,8,NA,NA,-7.5,36.25
"01E3","SP-ARSA","27.9.a",1,2012,14,NA,NA,-6.5,36.25
"01E3","SP-ARSA","27.9.a",4,2012,14,NA,NA,-6.5,36.25
"02E2","SP-ARSA","27.9.a",1,2012,11,NA,NA,-7.5,36.75
"02E2","SP-ARSA","27.9.a",4,2012,9,NA,NA,-7.5,36.75
"02E3","SP-ARSA","27.9.a",1,2012,11,NA,NA,-6.5,36.75
"02E3","SP-ARSA","27.9.a",4,2012,12,NA,NA,-6.5,36.75
"03E2","SP-ARSA","27.9.a",1,2012,6,NA,NA,-7.5,37.25
"03E2","SP-ARSA","27.9.a",4,2012,7,NA,NA,-7.5,37.25
"03E3","SP-ARSA","27.9.a",1,2012,3,NA,NA,-6.5,37.25
"15E0","SP-NORTH","27.8.c",4,2012,31,2,15.5,-9.5,43.25
"15E1","SP-NORTH","27.8.c",4,2012,33,1,33,-8.5,43.25
"15E5","SP-NORTH","27.8.c",4,2012,28,NA,NA,-4.5,43.25
"15E6","SP-NORTH","27.8.c",4,2012,16,NA,NA,-3.5,43.25
"15E7","SP-NORTH","27.8.c",4,2012,29,1,29,-2.5,43.25
"16E0","SP-NORTH","27.8.c",4,2012,11,NA,NA,-9.5,43.75
"16E1","SP-NORTH","27.8.c",4,2012,29,2,14.5,-8.5,43.75
"16E2","SP-NORTH","27.8.c",4,2012,30,1,30,-7.5,43.75
"16E3","SP-NORTH","27.8.c",4,2012,33,2,16.5,-6.5,43.75
"16E4","SP-NORTH","27.8.c",4,2012,35,2,17.5,-5.5,43.75
"16E5","SP-NORTH","27.8.c",4,2012,33,1,33,-4.5,43.75
"16E6","SP-NORTH","27.8.c",4,2012,41,1,41,-3.5,43.75
"16E7","SP-NORTH","27.8.c",4,2012,28,1,28,-2.5,43.75
"16E8","EVHOE","27.8.b",4,2012,25,2,12.5,-1.5,43.75
"17E1","SP-NORTH","27.8.c",4,2012,23,1,23,-8.5,44.25
"17E2","SP-NORTH","27.8.c",4,2012,21,1,21,-7.5,44.25
"17E8","EVHOE","27.8.b",4,2012,27,NA,NA,-1.5,44.25
"18E7","EVHOE","27.8.b",4,2012,24,1,24,-2.5,44.75
"18E8","EVHOE","27.8.b",4,2012,32,1,32,-1.5,44.75
"19E6","EVHOE","27.8.d",4,2012,15,1,15,-3.5,45.25
"19E7","EVHOE","27.8.b",4,2012,25,NA,NA,-2.5,45.25
"19E8","EVHOE","27.8.b",4,2012,24,1,24,-1.5,45.25
"20E6","EVHOE","27.8.b",4,2012,22,2,11,-3.5,45.75
"20E7","EVHOE","27.8.b",4,2012,23,NA,NA,-2.5,45.75
"20E8","EVHOE","27.8.b",4,2012,22,1,22,-1.5,45.75
"21E5","EVHOE","27.8.a",4,2012,19,2,9.5,-4.5,46.25
"21E6","EVHOE","27.8.a",4,2012,21,2,10.5,-3.5,46.25
"21E7","EVHOE","27.8.a",4,2012,25,3,8.33333333333333,-2.5,46.25
"21E8","EVHOE","27.8.a",4,2012,11,1,11,-1.5,46.25
"22E5","EVHOE","27.8.a",4,2012,24,3,8,-4.5,46.75
"22E6","EVHOE","27.8.a",4,2012,24,1,24,-3.5,46.75
"22E7","EVHOE","27.8.a",4,2012,15,NA,NA,-2.5,46.75
"23E3","EVHOE","27.8.d",4,2012,17,3,5.66666666666667,-6.5,47.25
"23E4","EVHOE","27.8.a",4,2012,22,3,7.33333333333333,-5.5,47.25
"23E6","EVHOE","27.8.a",4,2012,27,3,9,-3.5,47.25
"23E7","EVHOE","27.8.a",4,2012,24,3,8,-2.5,47.25
"24E2","EVHOE","27.8.a",4,2012,16,2,8,-7.5,47.75
"24E3","EVHOE","27.8.a",4,2012,15,2,7.5,-6.5,47.75
"24E4","EVHOE","27.8.a",4,2012,14,2,7,-5.5,47.75
"24E5","EVHOE","27.8.a",4,2012,28,1,28,-4.5,47.75
"25E0","EVHOE","27.7.j",4,2012,18,4,4.5,-9.5,48.25
"25E1","EVHOE","27.7.h",4,2012,23,4,5.75,-8.5,48.25
"25E2","EVHOE","27.7.h",4,2012,14,2,7,-7.5,48.25
"25E3","EVHOE","27.7.h",4,2012,16,3,5.33333333333333,-6.5,48.25
"26D9","EVHOE","27.7.j",4,2012,14,NA,NA,-10.5,48.75
"26E0","EVHOE","27.7.j",4,2012,15,2,7.5,-9.5,48.75
"26E1","EVHOE","27.7.h",4,2012,15,2,7.5,-8.5,48.75
"26E2","EVHOE","27.7.h",4,2012,17,3,5.66666666666667,-7.5,48.75
"26E3","EVHOE","27.7.h",4,2012,14,2,7,-6.5,48.75
"27D9","EVHOE","27.7.j",4,2012,16,1,16,-10.5,49.25
"27E0","EVHOE","27.7.j",4,2012,15,3,5,-9.5,49.25
"27E1","EVHOE","27.7.h",4,2012,18,5,3.6,-8.5,49.25
"27E2","EVHOE","27.7.h",4,2012,19,6,3.16666666666667,-7.5,49.25
"27E9","FR-CGFS","27.7.d",4,2012,22,6,3.66666666666667,-0.5,49.25
"27F0","FR-CGFS","27.7.d",4,2012,12,5,2.4,0.5,49.25
"28D8","EVHOE","27.7.j",4,2012,13,2,6.5,-11.5,49.75
"28D9","EVHOE","27.7.j",4,2012,19,2,9.5,-10.5,49.75
"28E0","EVHOE","27.7.j",4,2012,20,3,6.66666666666667,-9.5,49.75
"28E1","EVHOE","27.7.h",4,2012,19,6,3.16666666666667,-8.5,49.75
"28E2","EVHOE","27.7.h",4,2012,21,6,3.5,-7.5,49.75
"28E8","FR-CGFS","27.7.d",4,2012,15,6,2.5,-1.5,49.75
"28E9","FR-CGFS","27.7.d",4,2012,21,5,4.2,-0.5,49.75
"28F0","FR-CGFS","27.7.d",4,2012,19,4,4.75,0.5,49.75
"29D9","EVHOE","27.7.j",4,2012,18,NA,NA,-10.5,50.25
"29E0","EVHOE","27.7.j",4,2012,13,2,6.5,-9.5,50.25
"29E1","EVHOE","27.7.g",4,2012,14,6,2.33333333333333,-8.5,50.25
"29E8","FR-CGFS","27.7.d",4,2012,17,2,8.5,-1.5,50.25
"29E9","FR-CGFS","27.7.d",4,2012,16,2,8,-0.5,50.25
"29F0","FR-CGFS","27.7.d",4,2012,13,2,6.5,0.5,50.25
"29F1","FR-CGFS","27.7.d",4,2012,21,7,3,1.5,50.25
"30D8","EVHOE","27.7.j",4,2012,15,1,15,-11.5,50.75
"30E1","EVHOE","27.7.g",4,2012,16,9,1.77777777777778,-8.5,50.75
"30E3","EVHOE","27.7.g",4,2012,15,6,2.5,-6.5,50.75
"30E4","BTS","27.7.f",3,2012,18,4,4.5,-5.5,50.75
"30E5","BTS","27.7.f",3,2012,9,2,4.5,-4.5,50.75
"30E9","FR-CGFS","27.7.d",4,2012,20,4,5,-0.5,50.75
"30F0","FR-CGFS","27.7.d",4,2012,24,5,4.8,0.5,50.75
"30F1","FR-CGFS","27.7.d",4,2012,20,7,2.85714285714286,1.5,50.75
"31D5","SP-PORC","27.7.k",3,2012,8,3,2.66666666666667,-14.5,51.25
"31D6","SP-PORC","27.7.k",3,2012,4,1,4,-13.5,51.25
"31D8","EVHOE","27.7.j",4,2012,16,2,8,-11.5,51.25
"31E0","EVHOE","27.7.j",4,2012,22,10,2.2,-9.5,51.25
"31E1","EVHOE","27.7.g",4,2012,17,5,3.4,-8.5,51.25
"31E2","EVHOE","27.7.g",4,2012,13,8,1.625,-7.5,51.25
"31E3","EVHOE","27.7.g",4,2012,25,11,2.27272727272727,-6.5,51.25
"31E4","EVHOE","27.7.g",4,2012,26,9,2.88888888888889,-5.5,51.25
"31E5","BTS","27.7.f",3,2012,28,6,4.66666666666667,-4.5,51.25
"31E6","BTS","27.7.f",3,2012,6,3,2,-3.5,51.25
"31F1","NS-IBTS","27.4.c",1,2012,15,8,1.875,1.5,51.25
"31F2","NS-IBTS","27.4.c",1,2012,13,8,1.625,2.5,51.25
"32D5","SP-PORC","27.7.k",3,2012,7,3,2.33333333333333,-14.5,51.75
"32D6","SP-PORC","27.7.k",3,2012,7,3,2.33333333333333,-13.5,51.75
"32E1","EVHOE","27.7.g",4,2012,23,13,1.76923076923077,-8.5,51.75
"32E2","EVHOE","27.7.g",4,2012,14,6,2.33333333333333,-7.5,51.75
"32E3","EVHOE","27.7.g",4,2012,27,7,3.85714285714286,-6.5,51.75
"32E5","BTS","27.7.f",3,2012,30,10,3,-4.5,51.75
"32E6","BTS","27.7.f",3,2012,12,3,4,-3.5,51.75
"32F1","NS-IBTS","27.4.c",1,2012,15,7,2.14285714285714,1.5,51.75
"32F1","NS-IBTS","27.4.c",3,2012,14,8,1.75,1.5,51.75
"32F2","NS-IBTS","27.4.c",1,2012,19,7,2.71428571428571,2.5,51.75
"32F2","NS-IBTS","27.4.c",3,2012,11,7,1.57142857142857,2.5,51.75
"32F3","NS-IBTS","27.4.c",1,2012,15,13,1.15384615384615,3.5,51.75
"32F3","NS-IBTS","27.4.c",3,2012,13,7,1.85714285714286,3.5,51.75
"33D5","SP-PORC","27.7.k",3,2012,10,3,3.33333333333333,-14.5,52.25
"33D6","SP-PORC","27.7.k",3,2012,9,3,3,-13.5,52.25
"33D7","SP-PORC","27.7.k",3,2012,6,2,3,-12.5,52.25
"33E4","NIGFS","27.7.a",4,2012,13,4,3.25,-5.5,52.25
"33E5","NIGFS","27.7.a",4,2012,13,5,2.6,-4.5,52.25
"33F1","NS-IBTS","27.4.c",1,2012,14,11,1.27272727272727,1.5,52.25
"33F2","NS-IBTS","27.4.c",1,2012,13,9,1.44444444444444,2.5,52.25
"33F2","NS-IBTS","27.4.c",3,2012,11,8,1.375,2.5,52.25
"33F3","NS-IBTS","27.4.c",1,2012,9,8,1.125,3.5,52.25
"33F3","NS-IBTS","27.4.c",3,2012,6,5,1.2,3.5,52.25
"33F4","NS-IBTS","27.4.c",1,2012,8,7,1.14285714285714,4.5,52.25
"33F4","NS-IBTS","27.4.c",3,2012,6,5,1.2,4.5,52.25
"34D5","SP-PORC","27.7.c",3,2012,11,3,3.66666666666667,-14.5,52.75
"34D6","SP-PORC","27.7.c",3,2012,12,4,3,-13.5,52.75
"34D7","SP-PORC","27.7.c",3,2012,10,3,3.33333333333333,-12.5,52.75
"34D8","IE-IGFS","27.7.b",4,2012,22,9,2.44444444444444,-11.5,52.75
"34D9","IE-IGFS","27.7.b",4,2012,27,11,2.45454545454545,-10.5,52.75
"34E0","IE-IGFS","27.7.b",4,2012,24,7,3.42857142857143,-9.5,52.75
"34E3","NIGFS","27.7.a",4,2012,10,5,2,-6.5,52.75
"34E4","NIGFS","27.7.a",4,2012,17,11,1.54545454545455,-5.5,52.75
"34E5","NIGFS","27.7.a",4,2012,13,5,2.6,-4.5,52.75
"34F1","NS-IBTS","27.4.c",1,2012,3,5,0.6,1.5,52.75
"34F2","NS-IBTS","27.4.c",1,2012,16,10,1.6,2.5,52.75
"34F2","NS-IBTS","27.4.c",3,2012,16,7,2.28571428571429,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,2012,12,8,1.5,3.5,52.75
"34F3","NS-IBTS","27.4.c",3,2012,8,5,1.6,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,2012,8,8,1,4.5,52.75
"34F4","NS-IBTS","27.4.c",3,2012,4,3,1.33333333333333,4.5,52.75
"35D5","SP-PORC","27.7.c",3,2012,10,3,3.33333333333333,-14.5,53.25
"35D6","SP-PORC","27.7.c",3,2012,12,4,3,-13.5,53.25
"35D7","SP-PORC","27.7.c",3,2012,12,6,2,-12.5,53.25
"35D8","IE-IGFS","27.7.b",4,2012,20,9,2.22222222222222,-11.5,53.25
"35D9","IE-IGFS","27.7.b",4,2012,25,9,2.77777777777778,-10.5,53.25
"35E0","IE-IGFS","27.7.b",4,2012,24,9,2.66666666666667,-9.5,53.25
"35E3","NIGFS","27.7.a",4,2012,6,5,1.2,-6.5,53.25
"35E4","NIGFS","27.7.a",4,2012,19,10,1.9,-5.5,53.25
"35E6","NIGFS","27.7.a",4,2012,7,3,2.33333333333333,-3.5,53.25
"35F0","NS-IBTS","27.4.c",1,2012,14,11,1.27272727272727,0.5,53.25
"35F0","NS-IBTS","27.4.c",3,2012,11,6,1.83333333333333,0.5,53.25
"35F1","NS-IBTS","27.4.c",1,2012,9,11,0.818181818181818,1.5,53.25
"35F1","NS-IBTS","27.4.c",3,2012,4,4,1,1.5,53.25
"35F2","NS-IBTS","27.4.c",1,2012,17,10,1.7,2.5,53.25
"35F2","NS-IBTS","27.4.c",3,2012,4,4,1,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,2012,10,7,1.42857142857143,3.5,53.25
"35F3","NS-IBTS","27.4.c",3,2012,8,5,1.6,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,2012,11,10,1.1,4.5,53.25
"35F4","NS-IBTS","27.4.c",3,2012,10,4,2.5,4.5,53.25
"36D5","SP-PORC","27.7.c",3,2012,9,4,2.25,-14.5,53.75
"36D6","SP-PORC","27.7.c",3,2012,12,4,3,-13.5,53.75
"36D7","SP-PORC","27.7.c",3,2012,11,3,3.66666666666667,-12.5,53.75
"36D8","IE-IGFS","27.7.b",4,2012,12,5,2.4,-11.5,53.75
"36D9","IE-IGFS","27.7.b",4,2012,16,3,5.33333333333333,-10.5,53.75
"36E3","NIGFS","27.7.a",4,2012,8,5,1.6,-6.5,53.75
"36E4","NIGFS","27.7.a",4,2012,25,14,1.78571428571429,-5.5,53.75
"36E5","NIGFS","27.7.a",4,2012,19,10,1.9,-4.5,53.75
"36E6","NIGFS","27.7.a",4,2012,15,5,3,-3.5,53.75
"36F0","NS-IBTS","27.4.b",1,2012,14,13,1.07692307692308,0.5,53.75
"36F0","NS-IBTS","27.4.b",3,2012,11,7,1.57142857142857,0.5,53.75
"36F1","NS-IBTS","27.4.b",1,2012,14,13,1.07692307692308,1.5,53.75
"36F1","NS-IBTS","27.4.b",3,2012,12,4,3,1.5,53.75
"36F2","NS-IBTS","27.4.b",1,2012,11,8,1.375,2.5,53.75
"36F2","NS-IBTS","27.4.b",3,2012,9,8,1.125,2.5,53.75
"36F3","NS-IBTS","27.4.b",1,2012,13,10,1.3,3.5,53.75
"36F3","NS-IBTS","27.4.b",3,2012,7,4,1.75,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,2012,9,7,1.28571428571429,4.5,53.75
"36F4","NS-IBTS","27.4.b",3,2012,9,6,1.5,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,2012,9,9,1,5.5,53.75
"36F5","NS-IBTS","27.4.b",3,2012,6,5,1.2,5.5,53.75
"36F6","NS-IBTS","27.4.b",1,2012,10,9,1.11111111111111,6.5,53.75
"36F6","NS-IBTS","27.4.b",3,2012,10,2,5,6.5,53.75
"36F7","NS-IBTS","27.4.b",1,2012,12,14,0.857142857142857,7.5,53.75
"37D8","IE-IGFS","27.7.b",4,2012,19,7,2.71428571428571,-11.5,54.25
"37D9","IE-IGFS","27.7.b",4,2012,20,9,2.22222222222222,-10.5,54.25
"37E0","IE-IGFS","27.7.b",4,2012,24,8,3,-9.5,54.25
"37E4","NIGFS","27.7.a",4,2012,19,14,1.35714285714286,-5.5,54.25
"37E5","NIGFS","27.7.a",4,2012,16,9,1.77777777777778,-4.5,54.25
"37E6","NIGFS","27.7.a",4,2012,16,7,2.28571428571429,-3.5,54.25
"37F0","NS-IBTS","27.4.b",1,2012,11,11,1,0.5,54.25
"37F0","NS-IBTS","27.4.b",3,2012,9,7,1.28571428571429,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,2012,8,9,0.888888888888889,1.5,54.25
"37F1","NS-IBTS","27.4.b",3,2012,11,6,1.83333333333333,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,2012,8,8,1,2.5,54.25
"37F2","NS-IBTS","27.4.b",3,2012,11,6,1.83333333333333,2.5,54.25
"37F3","NS-IBTS","27.4.b",1,2012,12,8,1.5,3.5,54.25
"37F3","NS-IBTS","27.4.b",3,2012,9,6,1.5,3.5,54.25
"37F4","NS-IBTS","27.4.b",1,2012,15,6,2.5,4.5,54.25
"37F4","NS-IBTS","27.4.b",3,2012,9,7,1.28571428571429,4.5,54.25
"37F5","NS-IBTS","27.4.b",1,2012,13,10,1.3,5.5,54.25
"37F5","NS-IBTS","27.4.b",3,2012,8,8,1,5.5,54.25
"37F6","NS-IBTS","27.4.b",1,2012,11,10,1.1,6.5,54.25
"37F6","NS-IBTS","27.4.b",3,2012,8,6,1.33333333333333,6.5,54.25
"37F7","NS-IBTS","27.4.b",1,2012,12,12,1,7.5,54.25
"37F7","NS-IBTS","27.4.b",3,2012,9,5,1.8,7.5,54.25
"37F8","NS-IBTS","27.4.b",1,2012,5,13,0.384615384615385,8.5,54.25
"37G0","BITS","27.3.b, c",1,2012,2,5,0.4,10.5,54.25
"37G0","BITS","27.3.b, c",4,2012,7,6,1.16666666666667,10.5,54.25
"37G1","BITS","27.3.b, c",1,2012,3,6,0.5,11.5,54.25
"37G1","BITS","27.3.b, c",4,2012,4,10,0.4,11.5,54.25
"37G2","BITS","27.3.d",1,2012,3,7,0.428571428571429,12.5,54.25
"37G2","BITS","27.3.d",4,2012,4,9,0.444444444444444,12.5,54.25
"37G3","BITS","27.3.d",1,2012,2,4,0.5,13.5,54.25
"37G3","BITS","27.3.d",4,2012,2,5,0.4,13.5,54.25
"37G4","BITS","27.3.d",1,2012,2,5,0.4,14.5,54.25
"37G4","BITS","27.3.d",4,2012,2,5,0.4,14.5,54.25
"37G5","BITS","27.3.d",1,2012,3,6,0.5,15.5,54.25
"37G5","BITS","27.3.d",4,2012,4,6,0.666666666666667,15.5,54.25
"37G6","BITS","27.3.d",1,2012,1,3,0.333333333333333,16.5,54.25
"37G6","BITS","27.3.d",4,2012,4,4,1,16.5,54.25
"37G8","BITS","27.3.d",1,2012,2,2,1,18.5,54.25
"37G9","BITS","27.3.d",1,2012,3,4,0.75,19.5,54.25
"37G9","BITS","27.3.d",4,2012,3,5,0.6,19.5,54.25
"38E4","NIGFS","27.7.a",4,2012,12,9,1.33333333333333,-5.5,54.75
"38E5","NIGFS","27.7.a",4,2012,10,4,2.5,-4.5,54.75
"38E6","NIGFS","27.7.a",4,2012,14,4,3.5,-3.5,54.75
"38E9","NS-IBTS","27.4.b",1,2012,13,12,1.08333333333333,-0.5,54.75
"38E9","NS-IBTS","27.4.b",3,2012,5,8,0.625,-0.5,54.75
"38F0","NS-IBTS","27.4.b",1,2012,11,10,1.1,0.5,54.75
"38F0","NS-IBTS","27.4.b",3,2012,11,10,1.1,0.5,54.75
"38F1","NS-IBTS","27.4.b",1,2012,6,5,1.2,1.5,54.75
"38F1","NS-IBTS","27.4.b",3,2012,9,6,1.5,1.5,54.75
"38F2","NS-IBTS","27.4.b",1,2012,8,6,1.33333333333333,2.5,54.75
"38F2","NS-IBTS","27.4.b",3,2012,10,4,2.5,2.5,54.75
"38F3","NS-IBTS","27.4.b",1,2012,7,7,1,3.5,54.75
"38F3","NS-IBTS","27.4.b",3,2012,6,4,1.5,3.5,54.75
"38F4","NS-IBTS","27.4.b",1,2012,10,7,1.42857142857143,4.5,54.75
"38F4","NS-IBTS","27.4.b",3,2012,7,6,1.16666666666667,4.5,54.75
"38F5","NS-IBTS","27.4.b",1,2012,7,9,0.777777777777778,5.5,54.75
"38F5","NS-IBTS","27.4.b",3,2012,6,6,1,5.5,54.75
"38F6","NS-IBTS","27.4.b",1,2012,15,11,1.36363636363636,6.5,54.75
"38F6","NS-IBTS","27.4.b",3,2012,8,8,1,6.5,54.75
"38F7","NS-IBTS","27.4.b",1,2012,11,9,1.22222222222222,7.5,54.75
"38F7","NS-IBTS","27.4.b",3,2012,8,6,1.33333333333333,7.5,54.75
"38F8","NS-IBTS","27.4.b",1,2012,6,11,0.545454545454545,8.5,54.75
"38G0","BITS","27.3.b, c",1,2012,4,7,0.571428571428571,10.5,54.75
"38G0","BITS","27.3.b, c",4,2012,8,7,1.14285714285714,10.5,54.75
"38G1","BITS","27.3.b, c",1,2012,4,6,0.666666666666667,11.5,54.75
"38G1","BITS","27.3.b, c",4,2012,5,7,0.714285714285714,11.5,54.75
"38G2","BITS","27.3.d",1,2012,4,11,0.363636363636364,12.5,54.75
"38G2","BITS","27.3.d",4,2012,5,12,0.416666666666667,12.5,54.75
"38G3","BITS","27.3.d",1,2012,3,12,0.25,13.5,54.75
"38G3","BITS","27.3.d",4,2012,4,12,0.333333333333333,13.5,54.75
"38G4","BITS","27.3.d",1,2012,3,8,0.375,14.5,54.75
"38G4","BITS","27.3.d",4,2012,4,9,0.444444444444444,14.5,54.75
"38G5","BITS","27.3.d",1,2012,3,6,0.5,15.5,54.75
"38G5","BITS","27.3.d",4,2012,2,5,0.4,15.5,54.75
"38G6","BITS","27.3.d",1,2012,2,4,0.5,16.5,54.75
"38G6","BITS","27.3.d",4,2012,3,4,0.75,16.5,54.75
"38G7","BITS","27.3.d",1,2012,2,5,0.4,17.5,54.75
"38G7","BITS","27.3.d",4,2012,3,4,0.75,17.5,54.75
"38G8","BITS","27.3.d",1,2012,2,6,0.333333333333333,18.5,54.75
"38G8","BITS","27.3.d",4,2012,6,4,1.5,18.5,54.75
"38G9","BITS","27.3.d",4,2012,2,3,0.666666666666667,19.5,54.75
"39E8","NS-IBTS","27.4.b",1,2012,6,12,0.5,-1.5,55.25
"39E9","NS-IBTS","27.4.b",1,2012,9,9,1,-0.5,55.25
"39E9","NS-IBTS","27.4.b",3,2012,8,8,1,-0.5,55.25
"39F0","NS-IBTS","27.4.b",1,2012,17,11,1.54545454545455,0.5,55.25
"39F0","NS-IBTS","27.4.b",3,2012,9,10,0.9,0.5,55.25
"39F1","NS-IBTS","27.4.b",1,2012,7,7,1,1.5,55.25
"39F1","NS-IBTS","27.4.b",3,2012,7,10,0.7,1.5,55.25
"39F2","NS-IBTS","27.4.b",1,2012,7,7,1,2.5,55.25
"39F2","NS-IBTS","27.4.b",3,2012,7,5,1.4,2.5,55.25
"39F3","NS-IBTS","27.4.b",1,2012,6,8,0.75,3.5,55.25
"39F3","NS-IBTS","27.4.b",3,2012,8,4,2,3.5,55.25
"39F4","NS-IBTS","27.4.b",1,2012,9,8,1.125,4.5,55.25
"39F4","NS-IBTS","27.4.b",3,2012,6,6,1,4.5,55.25
"39F5","NS-IBTS","27.4.b",1,2012,4,7,0.571428571428571,5.5,55.25
"39F5","NS-IBTS","27.4.b",3,2012,8,7,1.14285714285714,5.5,55.25
"39F6","NS-IBTS","27.4.b",1,2012,14,10,1.4,6.5,55.25
"39F6","NS-IBTS","27.4.b",3,2012,9,7,1.28571428571429,6.5,55.25
"39F7","NS-IBTS","27.4.b",1,2012,5,6,0.833333333333333,7.5,55.25
"39F7","NS-IBTS","27.4.b",3,2012,8,7,1.14285714285714,7.5,55.25
"39F8","NS-IBTS","27.4.b",1,2012,4,8,0.5,8.5,55.25
"39F9","BITS","27.3.b, c",1,2012,4,6,0.666666666666667,9.5,55.25
"39F9","BITS","27.3.b, c",4,2012,4,6,0.666666666666667,9.5,55.25
"39G0","BITS","27.3.b, c",1,2012,5,7,0.714285714285714,10.5,55.25
"39G0","BITS","27.3.b, c",4,2012,2,6,0.333333333333333,10.5,55.25
"39G1","BITS","27.3.b, c",1,2012,3,10,0.3,11.5,55.25
"39G1","BITS","27.3.b, c",4,2012,9,8,1.125,11.5,55.25
"39G3","BITS","27.3.d",1,2012,3,8,0.375,13.5,55.25
"39G3","BITS","27.3.d",4,2012,4,9,0.444444444444444,13.5,55.25
