"Year","ratio","sst","F_CODE","sst_lag1","sst_lag2"
1995,1.44444444444444,1.33043770492077,"27.4.c",0.794129027674595,0.207115939507882
1996,1.83333333333333,-0.185061360088487,"27.4.c",1.33043770492077,0.794129027674595
1997,1.52380952380952,0.812094607700904,"27.4.c",-0.185061360088487,1.33043770492077
1998,1.82352941176471,0.99664873133103,"27.4.c",0.812094607700904,-0.185061360088487
1999,1.18181818181818,1.31014574070772,"27.4.c",0.99664873133103,0.812094607700904
2000,1.47368421052632,0.877555125703414,"27.4.c",1.31014574070772,0.99664873133103
2001,1.61904761904762,0.940730755527814,"27.4.c",0.877555125703414,1.31014574070772
2002,1.52380952380952,1.46740705768267,"27.4.c",0.940730755527814,0.877555125703414
2003,1.66666666666667,1.44153061509132,"27.4.c",1.46740705768267,0.940730755527814
2004,2.11111111111111,1.20466060936451,"27.4.c",1.44153061509132,1.46740705768267
2005,2.27777777777778,1.05504743009806,"27.4.c",1.20466060936451,1.44153061509132
2006,1.65217391304348,1.38651081422965,"27.4.c",1.05504743009806,1.20466060936451
2007,1.78947368421053,1.78754289944967,"27.4.c",1.38651081422965,1.05504743009806
2008,1.76190476190476,1.28922623644272,"27.4.c",1.78754289944967,1.38651081422965
2009,2.125,1.19783300813287,"27.4.c",1.28922623644272,1.78754289944967
2010,2,0.254714817429582,"27.4.c",1.19783300813287,1.28922623644272
2011,1.52380952380952,1.0458144346873,"27.4.c",0.254714817429582,1.19783300813287
2012,1.83333333333333,0.716003535781056,"27.4.c",1.0458144346873,0.254714817429582
2013,1.58333333333333,0.182478660096725,"27.4.c",0.716003535781056,1.0458144346873
2014,1.6,2.17727748552958,"27.4.c",0.182478660096725,0.716003535781056
2015,1.85,1.18494286636511,"27.4.c",2.17727748552958,0.182478660096725
2016,1.95,1.7921555240949,"27.4.c",1.18494286636511,2.17727748552958
2017,2,1.65266142288844,"27.4.c",1.7921555240949,1.18494286636511
2018,1.71428571428571,1.46633521281183,"27.4.c",1.65266142288844,1.7921555240949
1985,1.31578947368421,-0.109239752870053,"27.6.a",NA,NA
1986,1.18181818181818,-0.311889502530297,"27.6.a",-0.109239752870053,NA
1987,1.3,-0.00848516387244066,"27.6.a",-0.311889502530297,-0.109239752870053
1988,1.35,0.140935538647076,"27.6.a",-0.00848516387244066,-0.311889502530297
1989,1.20833333333333,0.375733497397353,"27.6.a",0.140935538647076,-0.00848516387244066
1990,1.16,0.497752244273822,"27.6.a",0.375733497397353,0.140935538647076
1991,1.30434782608696,0.161837875532607,"27.6.a",0.497752244273822,0.375733497397353
1992,1.5,0.166365766587357,"27.6.a",0.161837875532607,0.497752244273822
1993,1.47826086956522,-0.151766867687305,"27.6.a",0.166365766587357,0.161837875532607
1994,1.25,-0.143373418599367,"27.6.a",-0.151766867687305,0.166365766587357
1995,1.38095238095238,0.410204002012809,"27.6.a",-0.143373418599367,-0.151766867687305
1996,1.36,0.174842905874054,"27.6.a",0.410204002012809,-0.143373418599367
1997,1.57142857142857,0.768442651877801,"27.6.a",0.174842905874054,0.410204002012809
1998,1.36,0.619570914655924,"27.6.a",0.768442651877801,0.174842905874054
1999,1.89473684210526,0.512201141566038,"27.6.a",0.619570914655924,0.768442651877801
2000,1.44,0.455761099234223,"27.6.a",0.512201141566038,0.619570914655924
2001,1.41666666666667,0.557540210584799,"27.6.a",0.455761099234223,0.512201141566038
2002,1.52,0.804835880796115,"27.6.a",0.557540210584799,0.455761099234223
2003,1.44,0.946991930405299,"27.6.a",0.804835880796115,0.557540210584799
2004,1.95238095238095,0.811638717850049,"27.6.a",0.946991930405299,0.804835880796115
2005,1.76190476190476,0.68897390862306,"27.6.a",0.811638717850049,0.946991930405299
2006,2.11111111111111,0.838235213731726,"27.6.a",0.68897390862306,0.811638717850049
2007,1.83333333333333,0.871544599533081,"27.6.a",0.838235213731726,0.68897390862306
2008,1.65217391304348,0.891656364003817,"27.6.a",0.871544599533081,0.838235213731726
2009,1.85714285714286,0.937292824188868,"27.6.a",0.891656364003817,0.871544599533081
2010,1.54545454545455,0.660424110790094,"27.6.a",0.937292824188868,0.891656364003817
1999,0.866666666666667,0.249999941016237,"27.6.b",NA,NA
2001,0.833333333333333,0.740543523803353,"27.6.b",0.249999941016237,NA
2002,1.18181818181818,0.678478211785356,"27.6.b",0.740543523803353,0.249999941016237
2003,0.857142857142857,0.982060424983501,"27.6.b",0.678478211785356,0.740543523803353
2005,0.875,0.732457521061103,"27.6.b",0.982060424983501,0.678478211785356
